Abbreviation,Species,TAC Zone,Level,Year,Sea,Agreed TAC,Amendment/Original,Amendment check,Pre-uplift/post-deduction,Uplift/deduction %,Post-uplift/pre-deduction,Notes,2021 Source
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2011,Atlantic,58,Original,Final,58,,58,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2012,Atlantic,45,Original,Final,45,,45,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2012,Atlantic,58,Original,Final,58,,58,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2012,Atlantic,13,Original,Final,13,,13,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2012,Atlantic,58,Original,Final,58,,58,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2013,Atlantic,45,Original,Final,45,,45,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2013,Atlantic,58,Original,Final,58,,58,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2013,Atlantic,13,Original,Final,13,,13,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2013,Atlantic,58,Original,Final,58,,58,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2014,Atlantic,37,Original,Final,37,,37,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2014,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2014,Atlantic,10,Original,Final,10,,10,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2014,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2015,Atlantic,37,Original,Final,37,,37,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2015,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2015,Atlantic,10,Original,Final,10,,10,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2015,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2016,Atlantic,37,Original,Final,37,,37,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2016,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2016,Atlantic,10,Original,Final,10,,10,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2016,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2017,Atlantic,37,Original,Final,37,,37,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2017,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2017,Atlantic,10,Original,Final,10,,10,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2017,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2018,Atlantic,37,Original,Final,37,,37,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2018,Atlantic,10,Original,Final,10,,10,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2018,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2018,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2019,Atlantic,37,Original,Final,37,,37,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2019,Atlantic,10,Original,Final,10,,10,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2019,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2019,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2020,Atlantic,37,Original,Final,37,,37,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2020,Atlantic,10,Original,Final,10,,10,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2020,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2020,Atlantic,47,Original,Final,47,,47,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2021,Atlantic,35,Original,Final,35,,35,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2021,Atlantic,10,Original,Final,10,,10,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2021,Atlantic,45,Original,Final,45,,45,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2021,Atlantic,45,Original,Final,45,,45,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2009,Atlantic,94,Original,Final,94,,94,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2009,Atlantic,"1,044",Original,Final,"1,044",,"1,044",,
SRX/07D.,Skates and rays,Union waters of 7d,France,2009,Atlantic,789,Original,Final,789,,789,,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2009,Atlantic,"1,044",Original,Final,"1,044",,"1,044",,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2009,Atlantic,5,Original,Final,5,,5,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2009,Atlantic,157,Original,Final,157,,157,,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2010,Atlantic,80,Original,Final,80,,80,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2010,Atlantic,887,Original,Final,887,,887,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2010,Atlantic,670,Original,Final,670,,670,,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2010,Atlantic,887,Original,Final,887,,887,,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2010,Atlantic,4,Original,Final,4,,4,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2010,Atlantic,133,Original,Final,133,,133,,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2011,Atlantic,80,Original,Final,80,,80,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2011,Atlantic,887,Original,Final,887,,887,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2011,Atlantic,670,Original,Final,670,,670,,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2011,Atlantic,887,Original,Final,887,,887,,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2011,Atlantic,4,Original,Final,4,,4,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2011,Atlantic,133,Original,Final,133,,133,,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2012,Atlantic,80,Original,Final,80,,80,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2012,Atlantic,887,Original,Final,887,,887,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2012,Atlantic,670,Original,Final,670,,670,,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2012,Atlantic,887,Original,Final,887,,887,,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2012,Atlantic,4,Original,Final,4,,4,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2012,Atlantic,133,Original,Final,133,,133,,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2013,Atlantic,72,Original,Final,72,,72,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2013,Atlantic,798,Original,Final,798,,798,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2013,Atlantic,602,Original,Final,602,,602,,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2013,Atlantic,798,Original,Final,798,,798,,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2013,Atlantic,4,Original,Final,4,,4,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2013,Atlantic,120,Original,Final,120,,120,,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2014,Atlantic,72,Original,Final,72,,72,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2014,Atlantic,798,Original,Final,798,,798,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2014,Atlantic,602,Original,Final,602,,602,,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2014,Atlantic,798,Original,Final,798,,798,,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2014,Atlantic,4,Original,Final,4,,4,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2014,Atlantic,120,Original,Final,120,,120,,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2015,Atlantic,72,Original,Final,72,,72,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2015,Atlantic,798,Original,Final,798,,798,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2015,Atlantic,602,Original,Final,602,,602,,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2015,Atlantic,798,Original,Final,798,,798,,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2015,Atlantic,4,Original,Final,4,,4,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2015,Atlantic,120,Original,Final,120,,120,,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2016,Atlantic,87,Original,Final,87,,87,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2016,Atlantic,729,Original,Final,729,,729,,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2016,Atlantic,5,Original,Final,5,,5,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2016,Atlantic,145,Original,Final,145,,145,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2016,Atlantic,966,Original,Final,966,,966,,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2016,Atlantic,966,Original,Final,966,,966,,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2017,Atlantic,96,Original,Final,96,,96,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2017,Atlantic,802,Original,Final,802,,802,,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2017,Atlantic,5,Original,Final,5,,5,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2017,Atlantic,160,Original,Final,160,,160,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2017,Atlantic,"1,063",Original,Final,"1,063",,"1,063",,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2017,Atlantic,"1,063",Original,Final,"1,063",,"1,063",,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2018,Atlantic,115,Original,Final,115,,115,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2018,Atlantic,963,Original,Final,963,,963,,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2018,Atlantic,6,Original,Final,6,,6,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2018,Atlantic,192,Original,Final,192,,192,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2018,Atlantic,"1,276",Original,Final,"1,276",,"1,276",,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2018,Atlantic,"1,276",Original,Final,"1,276",,"1,276",,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2019,Atlantic,126,Original,Final,126,,126,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2019,Atlantic,"1,060",Original,Final,"1,060",,"1,060",,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2019,Atlantic,7,Original,Final,7,,7,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2019,Atlantic,211,Original,Final,211,,211,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2019,Atlantic,"1,404",Original,Final,"1,404",,"1,404",,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2019,Atlantic,"1,404",Original,Final,"1,404",,"1,404",,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2020,Atlantic,133,Original,Final,133,,133,,
SRX/07D.,Skates and rays,Union waters of 7d,France,2020,Atlantic,"1,112",Original,Final,"1,112",,"1,112",,
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2020,Atlantic,7,Original,Final,7,,7,,
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2020,Atlantic,222,Original,Final,222,,222,,
SRX/07D.,Skates and rays,Union waters of 7d,EU,2020,Atlantic,"1,474",Original,Final,"1,474",,"1,474",,
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2020,Atlantic,"1,474",Original,Final,"1,474",,"1,474",,
SRX/07D.,Skates and rays,Union waters of 7d,Belgium,2021,Atlantic,125,Original,Final,125,,125,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/07D.,Skates and rays,Union waters of 7d,France,2021,Atlantic,"1,051",Original,Final,"1,051",,"1,051",,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/07D.,Skates and rays,Union waters of 7d,Netherlands,2021,Atlantic,7,Original,Final,7,,7,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/07D.,Skates and rays,Union waters of 7d,United Kingdom,2021,Atlantic,217,Original,Final,217,,217,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/07D.,Skates and rays,Union waters of 7d,EU,2021,Atlantic,"1,183",Original,Final,"1,183",,"1,183",,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/07D.,Skates and rays,Union waters of 7d,TAC,2021,Atlantic,"1,400",Original,Final,"1,400",,"1,400",,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Belgium,2001,Atlantic,820,Original,Final,820,,820,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Denmark,2001,Atlantic,30,Original,Final,30,,30,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,EU,2001,Atlantic,"4,848",Original,Final,"4,848",,"4,848",Name changed to EU for time series,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,France,2001,Atlantic,130,Original,Final,130,,130,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Germany,2001,Atlantic,40,Original,Final,40,,40,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,TAC,2001,Atlantic,"4,848",Original,Final,"4,848",,"4,848",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Netherlands,2001,Atlantic,700,Original,Final,700,,700,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,United Kingdom,2001,Atlantic,"3,128",Original,Final,"3,128",,"3,128",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Belgium,2002,Atlantic,816,Original,Final,816,,816,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Denmark,2002,Atlantic,32,Original,Final,32,,32,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,EU,2002,Atlantic,"4,848",Original,Final,"4,848",,"4,848",Name changed to EU for time series,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,France,2002,Atlantic,128,Original,Final,128,,128,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Germany,2002,Atlantic,40,Original,Final,40,,40,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,TAC,2002,Atlantic,"4,848",Original,Final,"4,848",,"4,848",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Netherlands,2002,Atlantic,696,Original,Final,696,,696,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,United Kingdom,2002,Atlantic,"3,136",Original,Final,"3,136",,"3,136",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Belgium,2003,Atlantic,694,Original,Final,694,,694,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Denmark,2003,Atlantic,27,Original,Final,27,,27,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,EU,2003,Atlantic,"4,121",Original,Final,"4,121",,"4,121",Name changed to EU for time series,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,France,2003,Atlantic,109,Original,Final,109,,109,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Germany,2003,Atlantic,34,Original,Final,34,,34,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,TAC,2003,Atlantic,"4,121",Original,Final,"4,121",,"4,121",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Netherlands,2003,Atlantic,592,Original,Final,592,,592,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,United Kingdom,2003,Atlantic,"2,665",Original,Final,"2,665",,"2,665",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Belgium,2004,Atlantic,590,Original,Final,590,,590,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Denmark,2004,Atlantic,23,Original,Final,23,,23,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,EU,2004,Atlantic,"3,503",Original,Final,"3,503",,"3,503",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,France,2004,Atlantic,92,Original,Final,92,,92,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Germany,2004,Atlantic,29,Original,Final,29,,29,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,TAC,2004,Atlantic,"3,503",Original,Final,"3,503",,"3,503",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Netherlands,2004,Atlantic,503,Original,Final,503,,503,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,United Kingdom,2004,Atlantic,"2,266",Original,Final,"2,266",,"2,266",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Belgium,2005,Atlantic,542,Original,Final,542,,542,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Denmark,2005,Atlantic,21,Original,Final,21,,21,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,EU,2005,Atlantic,"3,220",Original,Final,"3,220",,"3,220",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,France,2005,Atlantic,85,Original,Final,85,,85,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Germany,2005,Atlantic,27,Original,Final,27,,27,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,TAC,2005,Atlantic,"3,220",Original,Final,"3,220",,"3,220",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Netherlands,2005,Atlantic,462,Original,Final,462,,462,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,United Kingdom,2005,Atlantic,"2,083",Original,Final,"2,083",,"2,083",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Belgium,2006,Atlantic,461,Original,Final,461,,461,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Denmark,2006,Atlantic,18,Original,Final,18,,18,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,EU,2006,Atlantic,"2,737",Original,Final,"2,737",,"2,737",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,France,2006,Atlantic,72,Original,Final,72,,72,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Germany,2006,Atlantic,23,Original,Final,23,,23,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,TAC,2006,Atlantic,"2,737",Original,Final,"2,737",,"2,737",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Netherlands,2006,Atlantic,393,Original,Final,393,,393,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,United Kingdom,2006,Atlantic,"1,770",Original,Final,"1,770",,"1,770",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Belgium,2007,Atlantic,369,Original,Final,369,,369,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Denmark,2007,Atlantic,14,Original,Final,14,,14,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,EU,2007,Atlantic,"2,190",Original,Final,"2,190",,"2,190",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,France,2007,Atlantic,58,Original,Final,58,,58,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Germany,2007,Atlantic,18,Original,Final,18,,18,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,TAC,2007,Atlantic,"2,190",Original,Final,"2,190",,"2,190",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Netherlands,2007,Atlantic,314,Original,Final,314,,314,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,United Kingdom,2007,Atlantic,"1,417",Original,Final,"1,417",,"1,417",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Belgium,2008,Atlantic,277,Original,Final,277,,277,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Denmark,2008,Atlantic,11,Original,Final,11,,11,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,EU,2008,Atlantic,"1,643",Original,Final,"1,643",,"1,643",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,France,2008,Atlantic,43,Original,Final,43,,43,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Germany,2008,Atlantic,14,Original,Final,14,,14,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,TAC,2008,Atlantic,"1,643",Original,Final,"1,643",,"1,643",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Netherlands,2008,Atlantic,236,Original,Final,236,,236,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,United Kingdom,2008,Atlantic,"1,062",Original,Final,"1,062",,"1,062",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Belgium,2009,Atlantic,277,Original,Final,277,,277,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,Denmark,2009,Atlantic,11,Original,Final,11,,11,,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,EU,2009,Atlantic,"1,643",Original,Final,"1,643",,"1,643",,
SRX/2AC4-C,Skates and rays,United Kingdom and European Union waters 4; United Kingdom waters of 2a,France,2009,Atlantic,43,Original,Final,43,,43,,
