Abbreviation,Species,TAC Zone,Level,Year,Sea,Agreed TAC,Amendment/Original,Amendment check,Pre-uplift/post-deduction,Uplift/deduction %,Post-uplift/pre-deduction,Notes,2021 Source
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2005,Atlantic,"50,000",Original,Final,"50,000",,"50,000",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2005,Atlantic,248,Original,Final,248,,248,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2005,Atlantic,909,Original,Final,909,,909,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2006,Atlantic,211,Original,Final,211,,211,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2006,Atlantic,"40,684",Original,Final,"40,684",,"40,684",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2006,Atlantic,"42,500",Original,Final,"42,500",,"42,500",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2006,Atlantic,211,Original,Final,211,,211,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2006,Atlantic,211,Original,Final,211,,211,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2006,Atlantic,199,Original,Final,199,,199,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2006,Atlantic,"42,500",Original,Final,"42,500",,"42,500",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2006,Atlantic,211,Original,Final,211,,211,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2006,Atlantic,773,Original,Final,773,,773,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2007,Atlantic,158,Original,Final,158,,158,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2007,Atlantic,"30,514",Original,Final,"30,514",,"30,514",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2007,Atlantic,"31,875",Original,Final,"31,875",,"31,875",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2007,Atlantic,158,Original,Final,158,,158,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2007,Atlantic,158,Original,Final,158,,158,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2007,Atlantic,149,Original,Final,149,,149,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2007,Atlantic,"31,875",Original,Final,"31,875",,"31,875",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2007,Atlantic,158,Original,Final,158,,158,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2007,Atlantic,580,Original,Final,580,,580,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2008,Atlantic,93,Original,Final,93,,93,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2008,Atlantic,"18,004",Original,Final,"18,004",,"18,004",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2008,Atlantic,"18,806",Original,Final,"18,806",,"18,806",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2008,Atlantic,93,Original,Final,93,,93,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2008,Atlantic,93,Original,Final,93,,93,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2008,Atlantic,88,Original,Final,88,,88,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2008,Atlantic,"18,806",Original,Final,"18,806",,"18,806",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2008,Atlantic,93,Original,Final,93,,93,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2008,Atlantic,342,Original,Final,342,,342,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2009,Atlantic,79,Original,Final,79,,79,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2009,Atlantic,"15,303",Original,Final,"15,303",,"15,303",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2009,Atlantic,"15,985",Original,Final,"15,985",,"15,985",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2009,Atlantic,79,Original,Final,79,,79,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2009,Atlantic,79,Original,Final,79,,79,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2009,Atlantic,75,Original,Final,75,,75,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2009,Atlantic,"15,985",Original,Final,"15,985",,"15,985",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2009,Atlantic,79,Original,Final,79,,79,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2009,Atlantic,291,Original,Final,291,,291,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2010,Atlantic,67,Amendment,Final,67,,67,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2010,Atlantic,51,Original,Not Final,51,,51,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2010,Atlantic,"13,008",Amendment,Final,"13,008",,"13,008",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2010,Atlantic,"9,948",Original,Not Final,"9,948",,"9,948",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2010,Atlantic,"13,587",Amendment,Final,"13,587",,"13,587",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2010,Atlantic,"10,390",Original,Not Final,"10,390",,"10,390",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2010,Atlantic,67,Amendment,Final,67,,67,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2010,Atlantic,51,Original,Not Final,51,,51,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2010,Atlantic,67,Amendment,Final,67,,67,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2010,Atlantic,51,Original,Not Final,51,,51,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2010,Atlantic,64,Amendment,Final,64,,64,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2010,Atlantic,49,Original,Not Final,49,,49,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2010,Atlantic,"13,587",Amendment,Final,"13,587",,"13,587",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2010,Atlantic,tbd,Original,Not Final,tbd,,tbd,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2010,Atlantic,67,Amendment,Final,67,,67,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2010,Atlantic,51,Original,Not Final,51,,51,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2010,Atlantic,247,Amendment,Final,247,,247,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2010,Atlantic,189,Original,Not Final,189,,189,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2011,Atlantic,82,Original,Final,82,,82,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2011,Atlantic,"15,833",Original,Final,"15,833",,"15,833",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2011,Atlantic,"16,539",Original,Final,"16,539",,"16,539",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2011,Atlantic,82,Original,Final,82,,82,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2011,Atlantic,82,Original,Final,82,,82,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2011,Atlantic,77,Original,Final,77,,77,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2011,Atlantic,"16,539",Original,Final,"16,539",,"16,539",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2011,Atlantic,82,Original,Final,82,,82,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2011,Atlantic,301,Original,Final,301,,301,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2012,Atlantic,89,Original,Final,89,,89,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2012,Atlantic,"17,134",Original,Final,"17,134",,"17,134",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2012,Atlantic,"17,900",Original,Final,"17,900",,"17,900",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2012,Atlantic,89,Original,Final,89,,89,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2012,Atlantic,89,Original,Final,89,,89,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2012,Atlantic,84,Original,Final,84,,84,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2012,Atlantic,"17,900",Original,Final,"17,900",,"17,900",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2012,Atlantic,89,Original,Final,89,,89,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2012,Atlantic,326,Original,Final,326,,326,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2013,Atlantic,71,Amendment,Final,71,,71,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2013,Atlantic,62,Original,Not Final,62,,62,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2013,Atlantic,"13,787",Amendment,Final,"13,787",,"13,787",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2013,Atlantic,"11,994",Original,Not Final,"11,994",,"11,994",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2013,Atlantic,"14,400",Amendment,Final,"14,400",,"14,400",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2013,Atlantic,"12,529",Original,Not Final,"12,529",,"12,529",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2013,Atlantic,71,Amendment,Final,71,,71,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2013,Atlantic,62,Original,Not Final,62,,62,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2013,Atlantic,71,Amendment,Final,71,,71,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2013,Atlantic,62,Original,Not Final,62,,62,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2013,Atlantic,67,Amendment,Final,67,,67,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2013,Atlantic,59,Original,Not Final,59,,59,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2013,Atlantic,"14,400",Amendment,Final,"14,400",,"14,400",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2013,Atlantic,tbd,Original,Not Final,tbd,,tbd,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2013,Atlantic,71,Amendment,Final,71,,71,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2013,Atlantic,62,Original,Not Final,62,,62,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2013,Atlantic,262,Amendment,Final,262,,262,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2013,Atlantic,228,Original,Not Final,228,,228,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2014,Atlantic,65,Amendment,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2014,Atlantic,43,Original,Not Final,43,,43,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2014,Atlantic,"12,526",Amendment,Final,"12,526",,"12,526",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2014,Atlantic,"8,309",Original,Not Final,"8,309",,"8,309",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2014,Atlantic,"13,085",Amendment,Final,"13,085",,"13,085",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2014,Atlantic,"8,680",Original,Not Final,"8,680",,"8,680",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2014,Atlantic,65,Amendment,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2014,Atlantic,43,Original,Not Final,43,,43,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2014,Atlantic,65,Amendment,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2014,Atlantic,43,Original,Not Final,43,,43,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2014,Atlantic,61,Amendment,Final,61,,61,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2014,Atlantic,41,Original,Not Final,41,,41,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2014,Atlantic,"13,085",Amendment,Final,"13,085",,"13,085",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2014,Atlantic,tbd,Original,Not Final,tbd,,tbd,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2014,Atlantic,65,Amendment,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2014,Atlantic,43,Original,Not Final,43,,43,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2014,Atlantic,238,Amendment,Final,238,,238,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2014,Atlantic,158,Original,Not Final,158,,158,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2015,Atlantic,78,Original,Final,78,,78,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2015,Atlantic,"15,072",Original,Final,"15,072",,"15,072",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2015,Atlantic,"15,744",Original,Final,"15,744",,"15,744",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2015,Atlantic,78,Original,Final,78,,78,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2015,Atlantic,78,Original,Final,78,,78,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2015,Atlantic,74,Original,Final,74,,74,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2015,Atlantic,"15,744",Original,Final,"15,744",,"15,744",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2015,Atlantic,78,Original,Final,78,,78,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2015,Atlantic,286,Original,Final,286,,286,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2016,Atlantic,65,Original,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2016,Atlantic,"12,601",Original,Final,"12,601",,"12,601",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2016,Atlantic,65,Original,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2016,Atlantic,65,Original,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2016,Atlantic,62,Original,Final,62,,62,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2016,Atlantic,65,Original,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2016,Atlantic,239,Original,Final,239,,239,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2016,Atlantic,"13,162",Original,Final,"13,162",,"13,162",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Faroe Islands,2016,Atlantic,220,Original,Final,220,,220,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2016,Atlantic,"13,382",Original,Final,"13,382",,"13,382",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2017,Atlantic,56,Original,Final,56,,56,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2017,Atlantic,"10,891",Original,Final,"10,891",,"10,891",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2017,Atlantic,56,Original,Final,56,,56,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2017,Atlantic,56,Original,Final,56,,56,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2017,Atlantic,53,Original,Final,53,,53,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2017,Atlantic,56,Original,Final,56,,56,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2017,Atlantic,207,Original,Final,207,,207,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2017,Atlantic,"11,375",Original,Final,"11,375",,"11,375",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Faroe Islands,2017,Atlantic,190,Original,Final,190,,190,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2017,Atlantic,"11,565",Original,Final,"11,565",,"11,565",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2018,Atlantic,48,Original,Final,48,,48,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2018,Atlantic,"9,256",Original,Final,"9,256",,"9,256",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2018,Atlantic,"9,669",Original,Final,"9,669",,"9,669",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Faroe Islands,2018,Atlantic,0,Original,Final,0,,0,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2018,Atlantic,48,Original,Final,48,,48,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2018,Atlantic,48,Original,Final,48,,48,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2018,Atlantic,45,Original,Final,45,,45,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2018,Atlantic,"9,669",Original,Final,"9,669",,"9,669",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2018,Atlantic,48,Original,Final,48,,48,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2018,Atlantic,176,Original,Final,176,,176,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2019,Atlantic,65,Original,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2019,Atlantic,"12,628",Original,Final,"12,628",,"12,628",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2019,Atlantic,"13,190",Original,Final,"13,190",,"13,190",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Faroe Islands,2019,Atlantic,0,Original,Final,0,,0,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2019,Atlantic,65,Original,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2019,Atlantic,65,Original,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2019,Atlantic,62,Original,Final,62,,62,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2019,Atlantic,"13,190",Original,Final,"13,190",,"13,190",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2019,Atlantic,65,Original,Final,65,,65,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2019,Atlantic,240,Original,Final,240,,240,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2020,Atlantic,44,Original,Final,44,,44,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2020,Atlantic,"8,573",Original,Final,"8,573",,"8,573",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2020,Atlantic,"8,954",Original,Final,"8,954",,"8,954",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Faroe Islands,2020,Atlantic,0,Original,Final,0,,0,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2020,Atlantic,44,Original,Final,44,,44,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2020,Atlantic,44,Original,Final,44,,44,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2020,Atlantic,42,Original,Final,42,,42,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2020,Atlantic,"8,954",Original,Final,"8,954",,"8,954",,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2020,Atlantic,44,Original,Final,44,,44,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2020,Atlantic,163,Original,Final,163,,163,,
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Belgium,2021,Atlantic,38,Original,Final,38,,38,,April Council: COUNCIL REGULATION (EU) 2021/703
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Denmark,2021,Atlantic,"7,421",Original,Final,"7,421",,"7,421",,April Council: COUNCIL REGULATION (EU) 2021/703
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),EU,2021,Atlantic,"7,609",Original,Final,"7,609",,"7,609",,April Council: COUNCIL REGULATION (EU) 2021/703
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Faroe Islands,2021,Atlantic,0,Original,Final,0,,0,,April Council: COUNCIL REGULATION (EU) 2021/703
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),France,2021,Atlantic,38,Original,Final,38,,38,,April Council: COUNCIL REGULATION (EU) 2021/703
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Germany,2021,Atlantic,38,Original,Final,38,,38,,April Council: COUNCIL REGULATION (EU) 2021/703
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Sweden,2021,Atlantic,36,Original,Final,36,,36,,April Council: COUNCIL REGULATION (EU) 2021/703
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),TAC,2021,Atlantic,"7,750",Original,Final,"7,750",,"7,750",,April Council: COUNCIL REGULATION (EU) 2021/703
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),Netherlands,2021,Atlantic,38,Original,Final,38,,38,,April Council: COUNCIL REGULATION (EU) 2021/703
HER/2A47DX,Herring,4 and 7d; UK waters of 2a (by-catch),United Kingdom,2021,Atlantic,141,Original,Final,141,,141,,April Council: COUNCIL REGULATION (EU) 2021/703
HER/30/31.,Herring,Subdivisions 30-31,EU,2001,Baltic,"72,000",Original,Final,"72,000",,"72,000",Name changed to EU for time series,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2001,Baltic,"59,030",Original,Final,"59,030",,"59,030",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2001,Baltic,"12,970",Original,Final,"12,970",,"12,970",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2001,Baltic,"72,000",Original,Final,"72,000",,"72,000",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2002,Baltic,"64,000",Amendment,Final,"64,000",,"64,000",Name changed to EU for time series,
HER/30/31.,Herring,Subdivisions 30-31,EU,2002,Baltic,"60,000",Original,Not Final,"60,000",,"60,000",Name changed to EU for time series,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2002,Baltic,"52,471",Amendment,Final,"52,471",,"52,471",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2002,Baltic,"49,192",Original,Not Final,"49,192",,"49,192",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2002,Baltic,"11,529",Amendment,Final,"11,529",,"11,529",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2002,Baltic,"10,808",Original,Not Final,"10,808",,"10,808",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2002,Baltic,"64,000",Amendment,Final,"64,000",,"64,000",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2002,Baltic,"60,000",Original,Not Final,"60,000",,"60,000",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2003,Baltic,"60,000",Amendment,Final,"60,000",,"60,000",Name changed to EU for time series,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2003,Baltic,"49,192",Amendment,Final,"49,192",,"49,192",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2003,Baltic,"10,808",Amendment,Final,"10,808",,"10,808",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2003,Baltic,"60,000",Amendment,Final,"60,000",,"60,000",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2003,Baltic,"66,000",Original,Not Final,"66,000",,"66,000",Name changed to EU for time series,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2003,Baltic,"54,111",Original,Not Final,"54,111",,"54,111",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2003,Baltic,"11,889",Original,Not Final,"11,889",,"11,889",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2003,Baltic,"66,000",Original,Not Final,"66,000",,"66,000",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2004,Baltic,"61,200",Original,Final,"61,200",,"61,200",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2004,Baltic,"50,175",Original,Final,"50,175",,"50,175",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2004,Baltic,"11,025",Original,Final,"11,025",,"11,025",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2004,Baltic,"61,200",Original,Final,"61,200",,"61,200",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2005,Baltic,"64,000",Original,Final,"64,000",,"64,000",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2005,Baltic,"52,471",Original,Final,"52,471",,"52,471",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2005,Baltic,"11,529",Original,Final,"11,529",,"11,529",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2005,Baltic,"64,000",Original,Final,"64,000",,"64,000",,
